Amplicon,CpG_site,Month_Treatment,Reference.Frequency.P,FishNo,Treatment,Month
foxl2_E1pt2,550,Female.Captive,0.164,Unknown,Female,Captive
foxl2_E1pt2,550,Female.Captive,0.078,Unknown,Female,Captive
foxl2_E1pt2,550,Female.Captive,0.032,Unknown,Female,Captive
foxl2_E1pt2,550,Female.Captive,0.052,Unknown,Female,Captive
foxl2_E1pt2,550,Female.Captive,0.04,Unknown,Female,Captive
foxl2_E1pt2,550,Female.Captive,0.034,Unknown,Female,Captive
foxl2_E1pt2,550,Female.Captive,0.044,Unknown,Female,Captive
foxl2_E1pt2,550,Female.Captive,0.059,Unknown,Female,Captive
foxl2_E1pt2,550,Female.Captive,0.095,Unknown,Female,Captive
foxl2_E1pt2,562,Female.Captive,0.095,Unknown,Female,Captive
foxl2_E1pt2,562,Female.Captive,0.063,Unknown,Female,Captive
foxl2_E1pt2,562,Female.Captive,0.119,Unknown,Female,Captive
foxl2_E1pt2,562,Female.Captive,0.099,Unknown,Female,Captive
foxl2_E1pt2,562,Female.Captive,0.188,Unknown,Female,Captive
foxl2_E1pt2,562,Female.Captive,0.109,Unknown,Female,Captive
foxl2_E1pt2,562,Female.Captive,0.043,Unknown,Female,Captive
foxl2_E1pt2,562,Female.Captive,0.064,Unknown,Female,Captive
foxl2_E1pt2,562,Female.Captive,0.09,Unknown,Female,Captive
foxl2_E1pt2,562,Female.Captive,0.318,Unknown,Female,Captive
foxl2_E1pt2,562,Female.Captive,0.064,Unknown,Female,Captive
foxl2_E1pt2,562,Female.Captive,0.079,Unknown,Female,Captive
foxl2_E1pt2,562,Female.Captive,0.061,Unknown,Female,Captive
foxl2_E1pt2,571,Female.Captive,0.069,Unknown,Female,Captive
foxl2_E1pt2,571,Female.Captive,0.043,Unknown,Female,Captive
foxl2_E1pt2,571,Female.Captive,0.092,Unknown,Female,Captive
foxl2_E1pt2,571,Female.Captive,0.082,Unknown,Female,Captive
foxl2_E1pt2,571,Female.Captive,0.175,Unknown,Female,Captive
foxl2_E1pt2,571,Female.Captive,0.085,Unknown,Female,Captive
foxl2_E1pt2,571,Female.Captive,0.031,Unknown,Female,Captive
foxl2_E1pt2,571,Female.Captive,0.047,Unknown,Female,Captive
foxl2_E1pt2,571,Female.Captive,0.048,Unknown,Female,Captive
foxl2_E1pt2,571,Female.Captive,0.044,Unknown,Female,Captive
foxl2_E1pt2,571,Female.Captive,0.063,Unknown,Female,Captive
foxl2_E1pt2,571,Female.Captive,0.054,Unknown,Female,Captive
foxl2_E1pt2,571,Female.Captive,0.065,Unknown,Female,Captive
foxl2_E1pt2,583,Female.Captive,0.054,Unknown,Female,Captive
foxl2_E1pt2,583,Female.Captive,0.047,Unknown,Female,Captive
foxl2_E1pt2,583,Female.Captive,0.075,Unknown,Female,Captive
foxl2_E1pt2,583,Female.Captive,0.08,Unknown,Female,Captive
foxl2_E1pt2,583,Female.Captive,0.15,Unknown,Female,Captive
foxl2_E1pt2,583,Female.Captive,0.08,Unknown,Female,Captive
foxl2_E1pt2,583,Female.Captive,0.037,Unknown,Female,Captive
foxl2_E1pt2,583,Female.Captive,0.062,Unknown,Female,Captive
foxl2_E1pt2,583,Female.Captive,0.046,Unknown,Female,Captive
foxl2_E1pt2,583,Female.Captive,0.033,Unknown,Female,Captive
foxl2_E1pt2,583,Female.Captive,0.041,Unknown,Female,Captive
foxl2_E1pt2,583,Female.Captive,0.069,Unknown,Female,Captive
foxl2_E1pt2,583,Female.Captive,0.072,Unknown,Female,Captive
foxl2_E1pt2,602,Female.Captive,0.067,Unknown,Female,Captive
foxl2_E1pt2,602,Female.Captive,0.046,Unknown,Female,Captive
foxl2_E1pt2,602,Female.Captive,0.11,Unknown,Female,Captive
foxl2_E1pt2,602,Female.Captive,0.076,Unknown,Female,Captive
foxl2_E1pt2,602,Female.Captive,0.166,Unknown,Female,Captive
foxl2_E1pt2,602,Female.Captive,0.075,Unknown,Female,Captive
foxl2_E1pt2,602,Female.Captive,0.11,Unknown,Female,Captive
foxl2_E1pt2,602,Female.Captive,0.064,Unknown,Female,Captive
foxl2_E1pt2,602,Female.Captive,0.037,Unknown,Female,Captive
foxl2_E1pt2,602,Female.Captive,0.166,Unknown,Female,Captive
foxl2_E1pt2,602,Female.Captive,0.055,Unknown,Female,Captive
foxl2_E1pt2,602,Female.Captive,0.049,Unknown,Female,Captive
foxl2_E1pt2,602,Female.Captive,0.081,Unknown,Female,Captive
foxl2_E1pt2,608,Female.Captive,0.067,Unknown,Female,Captive
foxl2_E1pt2,608,Female.Captive,0.055,Unknown,Female,Captive
foxl2_E1pt2,608,Female.Captive,0.1,Unknown,Female,Captive
foxl2_E1pt2,608,Female.Captive,0.083,Unknown,Female,Captive
foxl2_E1pt2,608,Female.Captive,0.177,Unknown,Female,Captive
foxl2_E1pt2,608,Female.Captive,0.089,Unknown,Female,Captive
foxl2_E1pt2,608,Female.Captive,0.033,Unknown,Female,Captive
foxl2_E1pt2,608,Female.Captive,0.069,Unknown,Female,Captive
foxl2_E1pt2,608,Female.Captive,0.057,Unknown,Female,Captive
foxl2_E1pt2,608,Female.Captive,0.043,Unknown,Female,Captive
foxl2_E1pt2,608,Female.Captive,0.057,Unknown,Female,Captive
foxl2_E1pt2,608,Female.Captive,0.06,Unknown,Female,Captive
foxl2_E1pt2,608,Female.Captive,0.068,Unknown,Female,Captive
foxl2_E1pt2,623,Female.Captive,0.062,Unknown,Female,Captive
foxl2_E1pt2,623,Female.Captive,0.044,Unknown,Female,Captive
foxl2_E1pt2,623,Female.Captive,0.075,Unknown,Female,Captive
foxl2_E1pt2,623,Female.Captive,0.066,Unknown,Female,Captive
foxl2_E1pt2,623,Female.Captive,0.134,Unknown,Female,Captive
foxl2_E1pt2,623,Female.Captive,0.067,Unknown,Female,Captive
foxl2_E1pt2,623,Female.Captive,0.029,Unknown,Female,Captive
foxl2_E1pt2,623,Female.Captive,0.059,Unknown,Female,Captive
foxl2_E1pt2,623,Female.Captive,0.048,Unknown,Female,Captive
foxl2_E1pt2,623,Female.Captive,0.038,Unknown,Female,Captive
foxl2_E1pt2,623,Female.Captive,0.046,Unknown,Female,Captive
foxl2_E1pt2,623,Female.Captive,0.065,Unknown,Female,Captive
foxl2_E1pt2,623,Female.Captive,0.097,Unknown,Female,Captive
foxl2_E1pt2,640,Female.Captive,0.079,Unknown,Female,Captive
foxl2_E1pt2,640,Female.Captive,0.054,Unknown,Female,Captive
foxl2_E1pt2,640,Female.Captive,0.11,Unknown,Female,Captive
foxl2_E1pt2,640,Female.Captive,0.083,Unknown,Female,Captive
foxl2_E1pt2,640,Female.Captive,0.182,Unknown,Female,Captive
foxl2_E1pt2,640,Female.Captive,0.111,Unknown,Female,Captive
foxl2_E1pt2,640,Female.Captive,0.125,Unknown,Female,Captive
foxl2_E1pt2,640,Female.Captive,0.09,Unknown,Female,Captive
foxl2_E1pt2,640,Female.Captive,0.055,Unknown,Female,Captive
foxl2_E1pt2,640,Female.Captive,0.044,Unknown,Female,Captive
foxl2_E1pt2,640,Female.Captive,0.055,Unknown,Female,Captive
foxl2_E1pt2,640,Female.Captive,0.061,Unknown,Female,Captive
foxl2_E1pt2,640,Female.Captive,0.023,Unknown,Female,Captive
foxl2_P,-240,Female.Wild,0.064,Unknown,Female,Wild
foxl2_P,-240,Female.Wild,0.017,Unknown,Female,Wild
foxl2_P,-240,Female.Wild,0.042,Unknown,Female,Wild
foxl2_P,-240,Female.Wild,0.024,Unknown,Female,Wild
foxl2_P,-207,Female.Wild,0.056,Unknown,Female,Wild
foxl2_P,-207,Female.Wild,0.028,Unknown,Female,Wild
foxl2_P,-207,Female.Wild,0.046,Unknown,Female,Wild
foxl2_P,-207,Female.Wild,0.024,Unknown,Female,Wild
foxl2_P,-143,Female.Wild,,Unknown,Female,Wild
foxl2_P,-143,Female.Wild,0.033,Unknown,Female,Wild
foxl2_P,-143,Female.Wild,0.05,Unknown,Female,Wild
foxl2_P,-143,Female.Wild,0.033,Unknown,Female,Wild
foxl2_P,-141,Female.Wild,0.057,Unknown,Female,Wild
foxl2_P,-141,Female.Wild,0.025,Unknown,Female,Wild
foxl2_P,-141,Female.Wild,0.055,Unknown,Female,Wild
foxl2_P,-141,Female.Wild,0.025,Unknown,Female,Wild
foxl2_P,-115,Female.Wild,0.049,Unknown,Female,Wild
foxl2_P,-115,Female.Wild,0.017,Unknown,Female,Wild
foxl2_P,-115,Female.Wild,0.034,Unknown,Female,Wild
foxl2_P,-115,Female.Wild,0.024,Unknown,Female,Wild
foxl2_P,-113,Female.Wild,0.062,Unknown,Female,Wild
foxl2_P,-113,Female.Wild,0.029,Unknown,Female,Wild
foxl2_P,-113,Female.Wild,0.045,Unknown,Female,Wild
foxl2_P,-113,Female.Wild,0.019,Unknown,Female,Wild
foxl2_P,-103,Female.Wild,0.041,Unknown,Female,Wild
foxl2_P,-103,Female.Wild,0.022,Unknown,Female,Wild
foxl2_P,-103,Female.Wild,0.045,Unknown,Female,Wild
foxl2_P,-103,Female.Wild,0.023,Unknown,Female,Wild
foxl2_P,-73,Female.Wild,0.05,Unknown,Female,Wild
foxl2_P,-73,Female.Wild,0.028,Unknown,Female,Wild
foxl2_P,-73,Female.Wild,0.043,Unknown,Female,Wild
foxl2_P,-73,Female.Wild,0.027,Unknown,Female,Wild
foxl2_P,-61,Female.Wild,0.083,Unknown,Female,Wild
foxl2_P,-61,Female.Wild,0.024,Unknown,Female,Wild
foxl2_P,-61,Female.Wild,0.043,Unknown,Female,Wild
foxl2_P,-61,Female.Wild,0.082,Unknown,Female,Wild
foxl2_E1pt2,414,Female.Wild,0.093,Unknown,Female,Wild
foxl2_E1pt2,414,Female.Wild,0.049,Unknown,Female,Wild
foxl2_E1pt2,414,Female.Wild,0.095,Unknown,Female,Wild
foxl2_E1pt2,414,Female.Wild,0.096,Unknown,Female,Wild
foxl2_E1pt2,417,Female.Wild,0.133,Unknown,Female,Wild
foxl2_E1pt2,417,Female.Wild,0.067,Unknown,Female,Wild
foxl2_E1pt2,417,Female.Wild,0.131,Unknown,Female,Wild
foxl2_E1pt2,417,Female.Wild,0.056,Unknown,Female,Wild
foxl2_E1pt2,429,Female.Wild,0.091,Unknown,Female,Wild
foxl2_E1pt2,429,Female.Wild,0.051,Unknown,Female,Wild
foxl2_E1pt2,429,Female.Wild,0.108,Unknown,Female,Wild
foxl2_E1pt2,429,Female.Wild,0.076,Unknown,Female,Wild
foxl2_E1pt2,433,Female.Wild,0.115,Unknown,Female,Wild
foxl2_E1pt2,433,Female.Wild,0.064,Unknown,Female,Wild
foxl2_E1pt2,433,Female.Wild,0.121,Unknown,Female,Wild
foxl2_E1pt2,433,Female.Wild,0.087,Unknown,Female,Wild
foxl2_E1pt2,448,Female.Wild,0.14,Unknown,Female,Wild
foxl2_E1pt2,448,Female.Wild,0.06,Unknown,Female,Wild
foxl2_E1pt2,448,Female.Wild,0.113,Unknown,Female,Wild
foxl2_E1pt2,448,Female.Wild,0.062,Unknown,Female,Wild
foxl2_E1pt2,451,Female.Wild,0.107,Unknown,Female,Wild
foxl2_E1pt2,451,Female.Wild,0.049,Unknown,Female,Wild
foxl2_E1pt2,451,Female.Wild,0.096,Unknown,Female,Wild
foxl2_E1pt2,451,Female.Wild,0.1,Unknown,Female,Wild
foxl2_E1pt2,463,Female.Wild,0.14,Unknown,Female,Wild
foxl2_E1pt2,463,Female.Wild,0.056,Unknown,Female,Wild
foxl2_E1pt2,463,Female.Wild,0.121,Unknown,Female,Wild
foxl2_E1pt2,463,Female.Wild,0.072,Unknown,Female,Wild
foxl2_E1pt2,479,Female.Wild,0.09,Unknown,Female,Wild
foxl2_E1pt2,479,Female.Wild,0.06,Unknown,Female,Wild
foxl2_E1pt2,479,Female.Wild,0.094,Unknown,Female,Wild
foxl2_E1pt2,479,Female.Wild,0.07,Unknown,Female,Wild
foxl2_E1pt2,488,Female.Wild,0.1,Unknown,Female,Wild
foxl2_E1pt2,488,Female.Wild,0.048,Unknown,Female,Wild
foxl2_E1pt2,488,Female.Wild,0.086,Unknown,Female,Wild
foxl2_E1pt2,488,Female.Wild,0.062,Unknown,Female,Wild
foxl2_E1pt2,494,Female.Wild,0.093,Unknown,Female,Wild
foxl2_E1pt2,494,Female.Wild,0.055,Unknown,Female,Wild
foxl2_E1pt2,494,Female.Wild,0.097,Unknown,Female,Wild
foxl2_E1pt2,494,Female.Wild,0.085,Unknown,Female,Wild
foxl2_E1pt2,550,Female.Wild,0.078,Unknown,Female,Wild
foxl2_E1pt2,550,Female.Wild,0.053,Unknown,Female,Wild
foxl2_E1pt2,550,Female.Wild,0.112,Unknown,Female,Wild
foxl2_E1pt2,550,Female.Wild,0.072,Unknown,Female,Wild
foxl2_E1pt2,562,Female.Wild,0.115,Unknown,Female,Wild
foxl2_E1pt2,562,Female.Wild,0.097,Unknown,Female,Wild
foxl2_E1pt2,562,Female.Wild,,Unknown,Female,Wild
foxl2_E1pt2,562,Female.Wild,0.068,Unknown,Female,Wild
foxl2_E1pt2,571,Female.Wild,0.098,Unknown,Female,Wild
foxl2_E1pt2,571,Female.Wild,0.074,Unknown,Female,Wild
foxl2_E1pt2,571,Female.Wild,0.122,Unknown,Female,Wild
foxl2_E1pt2,571,Female.Wild,0.075,Unknown,Female,Wild
foxl2_E1pt2,583,Female.Wild,0.097,Unknown,Female,Wild
foxl2_E1pt2,583,Female.Wild,0.054,Unknown,Female,Wild
foxl2_E1pt2,583,Female.Wild,0.097,Unknown,Female,Wild
foxl2_E1pt2,583,Female.Wild,0.083,Unknown,Female,Wild
foxl2_E1pt2,602,Female.Wild,0.092,Unknown,Female,Wild
foxl2_E1pt2,602,Female.Wild,0.063,Unknown,Female,Wild
foxl2_E1pt2,602,Female.Wild,0.124,Unknown,Female,Wild
foxl2_E1pt2,602,Female.Wild,0.073,Unknown,Female,Wild
foxl2_E1pt2,608,Female.Wild,0.112,Unknown,Female,Wild
foxl2_E1pt2,608,Female.Wild,0.063,Unknown,Female,Wild
foxl2_E1pt2,608,Female.Wild,0.12,Unknown,Female,Wild
foxl2_E1pt2,608,Female.Wild,0.076,Unknown,Female,Wild
foxl2_E1pt2,623,Female.Wild,0.087,Unknown,Female,Wild
foxl2_E1pt2,623,Female.Wild,0.066,Unknown,Female,Wild
foxl2_E1pt2,623,Female.Wild,0.101,Unknown,Female,Wild
foxl2_E1pt2,623,Female.Wild,0.077,Unknown,Female,Wild
foxl2_E1pt2,640,Female.Wild,0.115,Unknown,Female,Wild
foxl2_E1pt2,640,Female.Wild,0.061,Unknown,Female,Wild
foxl2_E1pt2,640,Female.Wild,0.119,Unknown,Female,Wild
foxl2_E1pt2,640,Female.Wild,0.046,Unknown,Female,Wild
foxl2_P,-240,Male.Captive,0.002,Unknown,Male,Captive
foxl2_P,-240,Male.Captive,0.021,Unknown,Male,Captive
foxl2_P,-240,Male.Captive,0.014,Unknown,Male,Captive
foxl2_P,-240,Male.Captive,0.007,Unknown,Male,Captive
foxl2_P,-240,Male.Captive,,Unknown,Male,Captive
foxl2_P,-240,Male.Captive,0.042,Unknown,Male,Captive
foxl2_P,-207,Male.Captive,0.001,Unknown,Male,Captive
foxl2_P,-207,Male.Captive,0.02,Unknown,Male,Captive
foxl2_P,-207,Male.Captive,0.018,Unknown,Male,Captive
foxl2_P,-207,Male.Captive,0.008,Unknown,Male,Captive
foxl2_P,-207,Male.Captive,0.024,Unknown,Male,Captive
foxl2_P,-207,Male.Captive,0.083,Unknown,Male,Captive
foxl2_P,-143,Male.Captive,0.026,Unknown,Male,Captive
foxl2_P,-143,Male.Captive,0.022,Unknown,Male,Captive
foxl2_P,-143,Male.Captive,0.016,Unknown,Male,Captive
foxl2_P,-143,Male.Captive,0.009,Unknown,Male,Captive
foxl2_P,-143,Male.Captive,0.007,Unknown,Male,Captive
foxl2_P,-143,Male.Captive,0.05,Unknown,Male,Captive
foxl2_P,-141,Male.Captive,0.01,Unknown,Male,Captive
foxl2_P,-141,Male.Captive,0.021,Unknown,Male,Captive
foxl2_P,-141,Male.Captive,0.017,Unknown,Male,Captive
foxl2_P,-141,Male.Captive,0.01,Unknown,Male,Captive
foxl2_P,-141,Male.Captive,,Unknown,Male,Captive
foxl2_P,-141,Male.Captive,0.039,Unknown,Male,Captive
foxl2_P,-115,Male.Captive,0.012,Unknown,Male,Captive
foxl2_P,-115,Male.Captive,0.021,Unknown,Male,Captive
foxl2_P,-115,Male.Captive,0.017,Unknown,Male,Captive
foxl2_P,-115,Male.Captive,0.009,Unknown,Male,Captive
foxl2_P,-115,Male.Captive,0.021,Unknown,Male,Captive
foxl2_P,-115,Male.Captive,0.048,Unknown,Male,Captive
foxl2_P,-113,Male.Captive,0.035,Unknown,Male,Captive
foxl2_P,-113,Male.Captive,0.018,Unknown,Male,Captive
foxl2_P,-113,Male.Captive,0.013,Unknown,Male,Captive
foxl2_P,-113,Male.Captive,0.009,Unknown,Male,Captive
foxl2_P,-113,Male.Captive,0.007,Unknown,Male,Captive
foxl2_P,-113,Male.Captive,0.047,Unknown,Male,Captive
foxl2_P,-103,Male.Captive,0.004,Unknown,Male,Captive
foxl2_P,-103,Male.Captive,0.014,Unknown,Male,Captive
foxl2_P,-103,Male.Captive,0.015,Unknown,Male,Captive
foxl2_P,-103,Male.Captive,0.008,Unknown,Male,Captive
foxl2_P,-103,Male.Captive,,Unknown,Male,Captive
foxl2_P,-103,Male.Captive,0.055,Unknown,Male,Captive
foxl2_P,-73,Male.Captive,0.024,Unknown,Male,Captive
foxl2_P,-73,Male.Captive,0.017,Unknown,Male,Captive
foxl2_P,-73,Male.Captive,0.016,Unknown,Male,Captive
foxl2_P,-73,Male.Captive,0.01,Unknown,Male,Captive
foxl2_P,-73,Male.Captive,0.028,Unknown,Male,Captive
foxl2_P,-73,Male.Captive,0.046,Unknown,Male,Captive
foxl2_P,-61,Male.Captive,0.013,Unknown,Male,Captive
foxl2_P,-61,Male.Captive,0.021,Unknown,Male,Captive
foxl2_P,-61,Male.Captive,0.016,Unknown,Male,Captive
foxl2_P,-61,Male.Captive,0.009,Unknown,Male,Captive
foxl2_P,-61,Male.Captive,0.007,Unknown,Male,Captive
foxl2_P,-61,Male.Captive,0.089,Unknown,Male,Captive
foxl2_E1pt2,414,Male.Captive,0.066,Unknown,Male,Captive
foxl2_E1pt2,414,Male.Captive,0.06,Unknown,Male,Captive
foxl2_E1pt2,414,Male.Captive,0.089,Unknown,Male,Captive
foxl2_E1pt2,414,Male.Captive,0.041,Unknown,Male,Captive
foxl2_E1pt2,414,Male.Captive,0.052,Unknown,Male,Captive
foxl2_E1pt2,414,Male.Captive,0.104,Unknown,Male,Captive
foxl2_E1pt2,417,Male.Captive,0.086,Unknown,Male,Captive
foxl2_E1pt2,417,Male.Captive,0.076,Unknown,Male,Captive
foxl2_E1pt2,417,Male.Captive,0.101,Unknown,Male,Captive
foxl2_E1pt2,417,Male.Captive,0.051,Unknown,Male,Captive
foxl2_E1pt2,417,Male.Captive,0.068,Unknown,Male,Captive
foxl2_E1pt2,417,Male.Captive,0.085,Unknown,Male,Captive
foxl2_E1pt2,429,Male.Captive,0.061,Unknown,Male,Captive
foxl2_E1pt2,429,Male.Captive,0.056,Unknown,Male,Captive
foxl2_E1pt2,429,Male.Captive,0.068,Unknown,Male,Captive
foxl2_E1pt2,429,Male.Captive,0.036,Unknown,Male,Captive
foxl2_E1pt2,429,Male.Captive,0.042,Unknown,Male,Captive
foxl2_E1pt2,429,Male.Captive,0.093,Unknown,Male,Captive
foxl2_E1pt2,433,Male.Captive,0.077,Unknown,Male,Captive
foxl2_E1pt2,433,Male.Captive,0.087,Unknown,Male,Captive
foxl2_E1pt2,433,Male.Captive,0.097,Unknown,Male,Captive
foxl2_E1pt2,433,Male.Captive,0.05,Unknown,Male,Captive
foxl2_E1pt2,433,Male.Captive,0.063,Unknown,Male,Captive
foxl2_E1pt2,433,Male.Captive,0.1,Unknown,Male,Captive
foxl2_E1pt2,448,Male.Captive,0.071,Unknown,Male,Captive
foxl2_E1pt2,448,Male.Captive,0.075,Unknown,Male,Captive
foxl2_E1pt2,448,Male.Captive,0.098,Unknown,Male,Captive
foxl2_E1pt2,448,Male.Captive,0.046,Unknown,Male,Captive
foxl2_E1pt2,448,Male.Captive,0.062,Unknown,Male,Captive
foxl2_E1pt2,448,Male.Captive,0.083,Unknown,Male,Captive
foxl2_E1pt2,451,Male.Captive,0.045,Unknown,Male,Captive
foxl2_E1pt2,451,Male.Captive,0.062,Unknown,Male,Captive
foxl2_E1pt2,451,Male.Captive,0.073,Unknown,Male,Captive
foxl2_E1pt2,451,Male.Captive,0.036,Unknown,Male,Captive
foxl2_E1pt2,451,Male.Captive,0.046,Unknown,Male,Captive
foxl2_E1pt2,451,Male.Captive,0.109,Unknown,Male,Captive
foxl2_E1pt2,463,Male.Captive,0.057,Unknown,Male,Captive
foxl2_E1pt2,463,Male.Captive,0.065,Unknown,Male,Captive
foxl2_E1pt2,463,Male.Captive,0.118,Unknown,Male,Captive
foxl2_E1pt2,463,Male.Captive,0.041,Unknown,Male,Captive
foxl2_E1pt2,463,Male.Captive,0.058,Unknown,Male,Captive
foxl2_E1pt2,463,Male.Captive,0.078,Unknown,Male,Captive
foxl2_E1pt2,479,Male.Captive,0.052,Unknown,Male,Captive
foxl2_E1pt2,479,Male.Captive,0.045,Unknown,Male,Captive
foxl2_E1pt2,479,Male.Captive,0.067,Unknown,Male,Captive
foxl2_E1pt2,479,Male.Captive,0.037,Unknown,Male,Captive
foxl2_E1pt2,479,Male.Captive,0.047,Unknown,Male,Captive
foxl2_E1pt2,479,Male.Captive,0.064,Unknown,Male,Captive
foxl2_E1pt2,488,Male.Captive,0.05,Unknown,Male,Captive
foxl2_E1pt2,488,Male.Captive,0.051,Unknown,Male,Captive
foxl2_E1pt2,488,Male.Captive,0.076,Unknown,Male,Captive
foxl2_E1pt2,488,Male.Captive,0.031,Unknown,Male,Captive
foxl2_E1pt2,488,Male.Captive,0.046,Unknown,Male,Captive
foxl2_E1pt2,488,Male.Captive,0.076,Unknown,Male,Captive
foxl2_E1pt2,494,Male.Captive,0.051,Unknown,Male,Captive
foxl2_E1pt2,494,Male.Captive,0.055,Unknown,Male,Captive
foxl2_E1pt2,494,Male.Captive,0.113,Unknown,Male,Captive
foxl2_E1pt2,494,Male.Captive,0.028,Unknown,Male,Captive
foxl2_E1pt2,494,Male.Captive,0.041,Unknown,Male,Captive
foxl2_E1pt2,494,Male.Captive,0.082,Unknown,Male,Captive
foxl2_E1pt2,550,Male.Captive,0.062,Unknown,Male,Captive
foxl2_E1pt2,550,Male.Captive,0.049,Unknown,Male,Captive
foxl2_E1pt2,550,Male.Captive,0.074,Unknown,Male,Captive
foxl2_E1pt2,550,Male.Captive,0.036,Unknown,Male,Captive
foxl2_E1pt2,550,Male.Captive,0.048,Unknown,Male,Captive
foxl2_E1pt2,550,Male.Captive,0.107,Unknown,Male,Captive
foxl2_E1pt2,562,Male.Captive,0.078,Unknown,Male,Captive
foxl2_E1pt2,562,Male.Captive,0.067,Unknown,Male,Captive
foxl2_E1pt2,562,Male.Captive,0.097,Unknown,Male,Captive
foxl2_E1pt2,562,Male.Captive,0.051,Unknown,Male,Captive
foxl2_E1pt2,562,Male.Captive,0.064,Unknown,Male,Captive
foxl2_E1pt2,562,Male.Captive,0.099,Unknown,Male,Captive
foxl2_E1pt2,571,Male.Captive,0.058,Unknown,Male,Captive
foxl2_E1pt2,571,Male.Captive,0.044,Unknown,Male,Captive
foxl2_E1pt2,571,Male.Captive,0.081,Unknown,Male,Captive
foxl2_E1pt2,571,Male.Captive,0.042,Unknown,Male,Captive
foxl2_E1pt2,571,Male.Captive,0.054,Unknown,Male,Captive
foxl2_E1pt2,571,Male.Captive,0.071,Unknown,Male,Captive
foxl2_E1pt2,583,Male.Captive,0.052,Unknown,Male,Captive
foxl2_E1pt2,583,Male.Captive,0.04,Unknown,Male,Captive
foxl2_E1pt2,583,Male.Captive,0.079,Unknown,Male,Captive
foxl2_E1pt2,583,Male.Captive,0.037,Unknown,Male,Captive
foxl2_E1pt2,583,Male.Captive,0.045,Unknown,Male,Captive
foxl2_E1pt2,583,Male.Captive,0.093,Unknown,Male,Captive
foxl2_E1pt2,602,Male.Captive,0.05,Unknown,Male,Captive
foxl2_E1pt2,602,Male.Captive,0.056,Unknown,Male,Captive
foxl2_E1pt2,602,Male.Captive,0.07,Unknown,Male,Captive
foxl2_E1pt2,602,Male.Captive,0.04,Unknown,Male,Captive
foxl2_E1pt2,602,Male.Captive,0.05,Unknown,Male,Captive
foxl2_E1pt2,602,Male.Captive,0.086,Unknown,Male,Captive
foxl2_E1pt2,608,Male.Captive,0.07,Unknown,Male,Captive
foxl2_E1pt2,608,Male.Captive,0.051,Unknown,Male,Captive
foxl2_E1pt2,608,Male.Captive,0.08,Unknown,Male,Captive
foxl2_E1pt2,608,Male.Captive,0.044,Unknown,Male,Captive
foxl2_E1pt2,608,Male.Captive,0.058,Unknown,Male,Captive
foxl2_E1pt2,608,Male.Captive,0.072,Unknown,Male,Captive
foxl2_E1pt2,623,Male.Captive,0.057,Unknown,Male,Captive
foxl2_E1pt2,623,Male.Captive,0.059,Unknown,Male,Captive
foxl2_E1pt2,623,Male.Captive,0.074,Unknown,Male,Captive
foxl2_E1pt2,623,Male.Captive,0.039,Unknown,Male,Captive
foxl2_E1pt2,623,Male.Captive,0.048,Unknown,Male,Captive
foxl2_E1pt2,623,Male.Captive,0.084,Unknown,Male,Captive
foxl2_E1pt2,640,Male.Captive,0.069,Unknown,Male,Captive
foxl2_E1pt2,640,Male.Captive,0.067,Unknown,Male,Captive
foxl2_E1pt2,640,Male.Captive,0.097,Unknown,Male,Captive
foxl2_E1pt2,640,Male.Captive,0.045,Unknown,Male,Captive
foxl2_E1pt2,640,Male.Captive,0.055,Unknown,Male,Captive
foxl2_E1pt2,640,Male.Captive,0.021,Unknown,Male,Captive
foxl2_P,-240,Male.Wild,0.121,Unknown,Male,Wild
foxl2_P,-240,Male.Wild,0.13,Unknown,Male,Wild
foxl2_P,-240,Male.Wild,0.04,Unknown,Male,Wild
foxl2_P,-240,Male.Wild,0.011,Unknown,Male,Wild
foxl2_P,-240,Male.Wild,0.019,Unknown,Male,Wild
foxl2_P,-207,Male.Wild,0.133,Unknown,Male,Wild
foxl2_P,-207,Male.Wild,0.137,Unknown,Male,Wild
foxl2_P,-207,Male.Wild,0.066,Unknown,Male,Wild
foxl2_P,-207,Male.Wild,0.017,Unknown,Male,Wild
foxl2_P,-207,Male.Wild,0.021,Unknown,Male,Wild
foxl2_P,-143,Male.Wild,0.148,Unknown,Male,Wild
foxl2_P,-143,Male.Wild,0.122,Unknown,Male,Wild
foxl2_P,-143,Male.Wild,0.075,Unknown,Male,Wild
foxl2_P,-143,Male.Wild,0.021,Unknown,Male,Wild
foxl2_P,-143,Male.Wild,0.028,Unknown,Male,Wild
foxl2_P,-141,Male.Wild,0.17,Unknown,Male,Wild
foxl2_P,-141,Male.Wild,0.132,Unknown,Male,Wild
foxl2_P,-141,Male.Wild,0.019,Unknown,Male,Wild
foxl2_P,-141,Male.Wild,0.016,Unknown,Male,Wild
foxl2_P,-141,Male.Wild,0.025,Unknown,Male,Wild
foxl2_P,-115,Male.Wild,0.156,Unknown,Male,Wild
foxl2_P,-115,Male.Wild,0.121,Unknown,Male,Wild
foxl2_P,-115,Male.Wild,0.063,Unknown,Male,Wild
foxl2_P,-115,Male.Wild,0.018,Unknown,Male,Wild
foxl2_P,-115,Male.Wild,0.015,Unknown,Male,Wild
foxl2_P,-113,Male.Wild,0.139,Unknown,Male,Wild
foxl2_P,-113,Male.Wild,0.121,Unknown,Male,Wild
foxl2_P,-113,Male.Wild,,Unknown,Male,Wild
